Name;Street Address;Location;Type;Reviews;No of Reviews;Contact Number;Trip_advisor Url;Menu;Price_Range;City
Amaro's Table;1220 Main St;Vancouver, WA 98660-2953; American, Bar, Pub;4.5;43 reviews;+1 360-718-2942;https://www.tripadvisor.com//Restaurant_Review-g60820-d14046701-Reviews-Amaro_s_Table-Vancouver_Washington.html;http://amarostable.com#menus;$$ - $$$;Vancouver
Firestone Public House;1132 16th St;Sacramento, CA 95814-4027; American, Bar, Pub;4;223 reviews;+1 916-446-0888;https://www.tripadvisor.com//Restaurant_Review-g32999-d3253522-Reviews-Firestone_Public_House-Sacramento_California.html;Check The Website for a Menu;$$ - $$$;Sacramento
Edison Family Restaurant;1900 Oak Tree Rd;Edison, NJ 08820-2128; American, Diner, Soups;4.5;97 reviews;+1 732-906-2272;https://www.tripadvisor.com//Restaurant_Review-g46410-d4230288-Reviews-Edison_Family_Restaurant-Edison_New_Jersey.html;Check The Website for a Menu;$;Edison
De Leon Foods;15530 E Sprague Ave;Spokane Valley, WA 99037-8945; Mexican, Vegetarian Friendly;4.5;18 reviews;+1 509-926-5009;https://www.tripadvisor.com//Restaurant_Review-g1784998-d10042994-Reviews-De_Leon_Foods-Spokane_Valley_Washington.html;http://www.deleonfoods.net/menu.html;$;Spokane Valley
Xaviars On The Hudson;71 Grant Water;Yonkers, NY 10701-3581; American, Vegetarian Friendly, Vegan Options;4.5;710 reviews;+1 914-965-1111;https://www.tripadvisor.com//Restaurant_Review-g48922-d942199-Reviews-Xaviars_On_The_Hudson-Yonkers_New_York.html;Check The Website for a Menu;$$$$;Yonkers
Blooming Grove Inn;234 W Upper Ferry Rd;Ewing, NJ 08628-2734; American, Italian, Bar;4.5;255 reviews;+1 609-882-1150;https://www.tripadvisor.com//Restaurant_Review-g46428-d7307292-Reviews-Blooming_Grove_Inn-Ewing_New_Jersey.html;http://www.bloominggroveinn.com/menu.html;$$ - $$$;Ewing
The Oystercatcher;901 NW Grace St;Coupeville, Whidbey Island, WA 98239; American, Vegetarian Friendly, Vegan Options;4.5;264 reviews;+1 360-678-0683;https://www.tripadvisor.com//Restaurant_Review-g60794-d668529-Reviews-The_Oystercatcher-Coupeville_Whidbey_Island_Washington.html;Check The Website for a Menu;$$$$;Coupeville
Stone Fire Grille;226 Atlantic City Boulevard;Beachwood, NJ 08722; American, Bar, Pub;4.5;58 reviews;+1 732-341-1055;https://www.tripadvisor.com//Restaurant_Review-g46293-d8020090-Reviews-Stone_Fire_Grille-Beachwood_New_Jersey.html;http://stonefiregrille.com/menus/;$$ - $$$;Beachwood
Sea Fire Grill;158 E 48th St;New York City, NY 10017-1224; American, Seafood, Vegetarian Friendly;4.5;1,088 reviews;+1 212-935-3785;https://www.tripadvisor.com//Restaurant_Review-g60763-d3731386-Reviews-Sea_Fire_Grill-New_York_City_New_York.html;Check The Website for a Menu;$$$$;New York City
Lucca Restaurant;1615 J St;Sacramento, CA 95814-2020; Italian, Vegetarian Friendly, Vegan Options;4;367 reviews;+1 916-669-5300;https://www.tripadvisor.com//Restaurant_Review-g32999-d369016-Reviews-Lucca_Restaurant-Sacramento_California.html;Check The Website for a Menu;$$ - $$$;Sacramento
Cracker Barrel;6643 Transit Rd;Buffalo, NY 14221-7212; American, Vegetarian Friendly;4;406 reviews;+1 716-635-9542;https://www.tripadvisor.com//Restaurant_Review-g60974-d409265-Reviews-Cracker_Barrel-Buffalo_New_York.html;Check The Website for a Menu;$$ - $$$;Buffalo
Tyler's Barbeque;3301 Olsen Blvd;Amarillo, TX 79109-1612; American, Barbecue, Gluten Free Options;4.5;817 reviews;+1 806-331-2271;https://www.tripadvisor.com//Restaurant_Review-g30165-d2148871-Reviews-Tyler_s_Barbeque-Amarillo_Texas.html;Check The Website for a Menu;$$ - $$$;Amarillo
The Rouxpour - Katy;2643 Commercial Center Blvd;Katy, TX 77494-6408; Cajun & Creole, Seafood, American;4.5;33 reviews;+1 281-394-5013;https://www.tripadvisor.com//Restaurant_Review-g56062-d15100857-Reviews-The_Rouxpour_Katy-Katy_Texas.html;https://www.therouxpour.com/menus/;$$ - $$$;Katy
Acquerello;1722 Sacramento St;San Francisco, CA 94109-3619; Contemporary, Italian, Vegetarian Friendly;4.5;350 reviews;+1 415-567-5432;https://www.tripadvisor.com//Restaurant_Review-g60713-d370438-Reviews-Acquerello-San_Francisco_California.html;Check The Website for a Menu;$$$$;San Francisco
Melrose Grill;819 Houser Way S;Renton, WA 98057-2784; American, Steakhouse, Gluten Free Options;4.5;404 reviews;+1 425-254-0759;https://www.tripadvisor.com//Restaurant_Review-g58704-d432949-Reviews-Melrose_Grill-Renton_Washington.html;https://www.melrosegrill.com/menu/;$$ - $$$;Renton
Efes Mediterranean Grill;235 Nassau St;Princeton, NJ 08540-4643; Turkish, Middle Eastern, Vegetarian Friendly;4;66 reviews;+1 609-683-1220;https://www.tripadvisor.com//Restaurant_Review-g46756-d5963383-Reviews-Efes_Mediterranean_Grill-Princeton_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Princeton
Kikis I;6170 Padre Island Hwy;Brownsville, TX 78521-5207; Mexican, Latin, Spanish;4;35 reviews;Not Available;https://www.tripadvisor.com//Restaurant_Review-g60928-d2102300-Reviews-Kikis_I-Brownsville_Texas.html;http://www.kikistx.com/#menu;$;Brownsville
Spring Creek Barbeque;6068 FM 2920 Rd;Spring, TX 77379-2542; American, Barbecue;4;230 reviews;+1 281-251-6828;https://www.tripadvisor.com//Restaurant_Review-g56701-d2250882-Reviews-Spring_Creek_Barbeque-Spring_Texas.html;https://springcreekbarbeque.com/menu/;$$ - $$$;Spring
Justin's Ristorante;234 Lafayette Ave;Hawthorne, NJ 07506-1940; Italian, Vegetarian Friendly, Gluten Free Options;4.5;128 reviews;+1 973-423-4345;https://www.tripadvisor.com//Restaurant_Review-g46500-d2647887-Reviews-Justin_s_Ristorante-Hawthorne_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Hawthorne
Ruth's Chris Steak House;8889 Gateway Blvd West;El Paso, TX 79925; American, Steakhouse, Gluten Free Options;4.5;88 reviews;+1 915-594-2805;https://www.tripadvisor.com//Restaurant_Review-g60768-d10768014-Reviews-Ruth_s_Chris_Steak_House-El_Paso_Texas.html;Check The Website for a Menu;$$$$;El Paso
La Galera;8215 Niagara Falls Blvd;Niagara Falls, NY 14304-1713; Mexican, Southwestern, Vegetarian Friendly;4.5;277 reviews;+1 716-283-0005;https://www.tripadvisor.com//Restaurant_Review-g48261-d1105703-Reviews-La_Galera-Niagara_Falls_New_York.html;Check The Website for a Menu;$$ - $$$;Niagara Falls
Mishmish Cafe;215 Glenridge Ave;Montclair, NJ 07042-3562; Mediterranean, Middle Eastern, Israeli;4.5;213 reviews;+1 973-337-5648;https://www.tripadvisor.com//Restaurant_Review-g46637-d7596058-Reviews-Mishmish_Cafe-Montclair_New_Jersey.html;https://mishmishcafe.com/lunch-menu;$$ - $$$;Montclair
Hops n Drops;19702 Highway 99;Lynnwood, WA 98036-6040; American, Bar, Vegetarian Friendly;4;67 reviews;+1 425-245-7901;https://www.tripadvisor.com//Restaurant_Review-g58578-d7018340-Reviews-Hops_n_Drops-Lynnwood_Washington.html;https://hopsndrops.com/menus/;$$ - $$$;Lynnwood
The Antlers Restaurant;1159 Dryden Rd;Ithaca, NY 14850-8808; American, Seafood, Vegetarian Friendly;4.5;214 reviews;+1 607-273-9725;https://www.tripadvisor.com//Restaurant_Review-g47958-d450271-Reviews-The_Antlers_Restaurant-Ithaca_Finger_Lakes_New_York.html;Check The Website for a Menu;$$ - $$$;Ithaca
Fiesta Mexican Restaurant;8524 W Gage Blvd;Kennewick, WA 99336-8241; Mexican;4;45 reviews;+1 509-586-4456;https://www.tripadvisor.com//Restaurant_Review-g58536-d6734291-Reviews-Fiesta_Mexican_Restaurant-Kennewick_Tri_Cities_Washington.html;http://fiestarestaurant.com/menu;$$ - $$$;Kennewick
Italia Trattoria;144 S Cannon St;Spokane, WA 99201-7673; Italian, European, Healthy;4.5;271 reviews;+1 509-459-6000;https://www.tripadvisor.com//Restaurant_Review-g58759-d1892751-Reviews-Italia_Trattoria-Spokane_Washington.html;Check The Website for a Menu;$$ - $$$;Spokane
Parkside Restaurant;10701 Corona Ave;Corona, NY 11368-3218; Italian, Vegetarian Friendly, Vegan Options;4.5;477 reviews;+1 718-271-9871;https://www.tripadvisor.com//Restaurant_Review-g47542-d475429-Reviews-Parkside_Restaurant-Corona_Queens_New_York.html;Check The Website for a Menu;$$ - $$$;Corona
Souplantation;21309 S. Hawthorne Blvd.;Torrance, CA 90503; American, Soups, Vegetarian Friendly;4;125 reviews;+1 310-540-4998;https://www.tripadvisor.com//Restaurant_Review-g33182-d3494467-Reviews-Souplantation-Torrance_California.html;Check The Website for a Menu;$;Torrance
Raceway Diner;833 Yonkers Ave;Yonkers, NY 10704-3019; American, Diner, Vegetarian Friendly;4;56 reviews;+1 914-969-4343;https://www.tripadvisor.com//Restaurant_Review-g48922-d4615293-Reviews-Raceway_Diner-Yonkers_New_York.html;Check The Website for a Menu;$$ - $$$;Yonkers
Pisces Restaurant;3400 Rt 37 West;Toms River, NJ; Seafood, American;4.5;52 reviews;+1 732-270-3300;https://www.tripadvisor.com//Restaurant_Review-g46870-d4325868-Reviews-Pisces_Restaurant-Toms_River_New_Jersey.html;https://www.piscesseafoodrestaurant.com/menu;$$ - $$$;Toms River
Marsilios Kitchen;71 W Upper Ferry Rd;Ewing, NJ 08628-2710; Seafood, Italian, Vegetarian Friendly;4.5;171 reviews;+1 609-882-8300;https://www.tripadvisor.com//Restaurant_Review-g46428-d2310606-Reviews-Marsilios_Kitchen-Ewing_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Ewing
Pho Anh Dao;775 Rt. 1 South & Old Post Road;Edison, NJ 08817; Asian, Vietnamese, Vegetarian Friendly;4.5;34 reviews;+1 732-985-7977;https://www.tripadvisor.com//Restaurant_Review-g46410-d4516114-Reviews-Pho_Anh_Dao-Edison_New_Jersey.html;http://phoanhdaoedison.com/menu/;$;Edison
Three Vines Bistro and Bar;32A Congress St;Saratoga Springs, NY 12866-4120; Italian, Pizza, Vegetarian Friendly;4.5;191 reviews;+1 518-306-5881;https://www.tripadvisor.com//Restaurant_Review-g48562-d7184373-Reviews-Three_Vines_Bistro_and_Bar-Saratoga_Springs_New_York.html;Check The Website for a Menu;$$ - $$$;Saratoga Springs
Uncle Peteza's Pizzeria;24118 Bothell Everett Hwy;Bothell, WA 98021-9379; Pizza, Italian, Vegetarian Friendly;4.5;23 reviews;+1 425-381-2525;https://www.tripadvisor.com//Restaurant_Review-g58362-d823694-Reviews-Uncle_Peteza_s_Pizzeria-Bothell_Washington.html;Check The Website for a Menu;$;Bothell
FIG;101 Wilshire Blvd;Santa Monica, CA 90401-1106; American, Vegetarian Friendly, Vegan Options;4.5;502 reviews;+1 310-319-3111;https://www.tripadvisor.com//Restaurant_Review-g33052-d1370914-Reviews-FIG-Santa_Monica_California.html;Check The Website for a Menu;$$$$;Santa Monica
Chamberlain's Steak and Chop House;5330 Belt Line Rd.;Addison, TX 75001; American, Steakhouse, Vegetarian Friendly;4.5;515 reviews;+1 972-934-2467;https://www.tripadvisor.com//Restaurant_Review-g30141-d493997-Reviews-Chamberlain_s_Steak_and_Chop_House-Addison_Texas.html;Check The Website for a Menu;$$$$;Addison
Price's Chef Incorporated;1800 S Alameda St;Corpus Christi, TX 78404-2933; American, Diner, Deli;4.5;130 reviews;+1 361-883-2786;https://www.tripadvisor.com//Restaurant_Review-g60927-d404775-Reviews-Price_s_Chef_Incorporated-Corpus_Christi_Texas.html;http://priceschefcc.com/menu/;$;Corpus Christi
The Patio on Guerra;116 S 17th St;McAllen, TX 78501-5134; Steakhouse, American, International;4.5;194 reviews;+1 956-661-9100;https://www.tripadvisor.com//Restaurant_Review-g56255-d2432571-Reviews-The_Patio_on_Guerra-McAllen_Texas.html;Check The Website for a Menu;$$$$;McAllen
Ruth's Chris Steak House;813 Main St;Fort Worth, TX 76102; American, Steakhouse, Gluten Free Options;4.5;287 reviews;+1 817-348-0080;https://www.tripadvisor.com//Restaurant_Review-g55857-d1310571-Reviews-Ruth_s_Chris_Steak_House-Fort_Worth_Texas.html;Check The Website for a Menu;$$$$;Fort Worth
Il Fornaio;302 S Market St;San Jose, CA 95113-2817; Italian, Vegetarian Friendly, Vegan Options;4;558 reviews;+1 408-271-3366;https://www.tripadvisor.com//Restaurant_Review-g33020-d491985-Reviews-Il_Fornaio-San_Jose_California.html;Check The Website for a Menu;$$ - $$$;San Jose
Seabolts Smokehouse;31640 State Route 20 Ste 3;Oak Harbor, Whidbey Island, WA 98277-3128; American, Seafood, Soups;4.5;512 reviews;+1 360-675-6485;https://www.tripadvisor.com//Restaurant_Review-g58643-d1835744-Reviews-Seabolts_Smokehouse-Oak_Harbor_Whidbey_Island_Washington.html;Check The Website for a Menu;$$ - $$$;Oak Harbor
Raw Japanese Bistro & Sushi Bar;10742 Trinity Pkwy;Stockton, CA 95219-7233; Japanese, Sushi, Asian;4.5;37 reviews;+1 209-954-9729;https://www.tripadvisor.com//Restaurant_Review-g33130-d4949278-Reviews-Raw_Japanese_Bistro_Sushi_Bar-Stockton_California.html;Check The Website for a Menu;$$ - $$$;Stockton
J Gilligans Bar and Grill;400 E Abram St;Arlington, TX 76010-1107; American, Bar, Pub;4;173 reviews;+1 817-274-8561;https://www.tripadvisor.com//Restaurant_Review-g30183-d3342005-Reviews-J_Gilligans_Bar_and_Grill-Arlington_Texas.html;Check The Website for a Menu;$;Arlington
Tu Casa;11905 Metropolitan Ave;Kew Gardens, NY 11415-2605; Peruvian, Latin, Spanish;4;79 reviews;+1 718-441-6363;https://www.tripadvisor.com//Restaurant_Review-g47996-d1880501-Reviews-Tu_Casa-Kew_Gardens_Queens_New_York.html;Check The Website for a Menu;$$ - $$$;Kew Gardens
Isarn Thai Soul Kitchen;18530 33rd Ave W;Lynnwood, WA 98037-4775; Asian, Thai, Vegetarian Friendly;4.5;25 reviews;+1 425-697-3111;https://www.tripadvisor.com//Restaurant_Review-g58578-d11905185-Reviews-Isarn_Thai_Soul_Kitchen-Lynnwood_Washington.html;Check The Website for a Menu;$$ - $$$;Lynnwood
Dani's House Of Pizza;8128 Lefferts Blvd;Jamaica, NY 11415-1729; Italian, Vegetarian Friendly;4;87 reviews;+1 718-846-2849;https://www.tripadvisor.com//Restaurant_Review-g47962-d424755-Reviews-Dani_s_House_Of_Pizza-Jamaica_Queens_New_York.html;Check The Website for a Menu;$;Jamaica
Seven Brothers Diner;900 Saw Mill River Rd;Yonkers, NY 10710-4002; American, Diner, Vegetarian Friendly;4;58 reviews;+1 914-968-3390;https://www.tripadvisor.com//Restaurant_Review-g48922-d4139364-Reviews-Seven_Brothers_Diner-Yonkers_New_York.html;http://7brothersdiner.com/menus.html;$$ - $$$;Yonkers
Swagat Indian Cuisine;2233 Grand Canal Blvd;Stockton, CA 95207-6657; Indian, Vegan Options, Vegetarian Friendly;4.5;31 reviews;+1 209-478-4724;https://www.tripadvisor.com//Restaurant_Review-g33130-d4368644-Reviews-Swagat_Indian_Cuisine-Stockton_California.html;Check The Website for a Menu;$$ - $$$;Stockton
Snooze;3940 5th Ave;San Diego, CA 92103-3112; American, Vegetarian Friendly, Vegan Options;4.5;1,134 reviews;+1 619-500-3344;https://www.tripadvisor.com//Restaurant_Review-g60750-d2467627-Reviews-Snooze-San_Diego_California.html;Check The Website for a Menu;$$ - $$$;San Diego
Aberdeen Seafood and Dim Sum;3 Barker Ave;White Plains, NY 10601-1509; Chinese, Asian, Seafood;4;149 reviews;+1 914-288-0188;https://www.tripadvisor.com//Restaurant_Review-g48883-d788272-Reviews-Aberdeen_Seafood_and_Dim_Sum-White_Plains_New_York.html;Check The Website for a Menu;$$ - $$$;White Plains
Moosewood Restaurant;215 N Cayuga St;Ithaca, NY 14850-4329; American, Vegetarian Friendly, Vegan Options;4;943 reviews;+1 607-273-9610;https://www.tripadvisor.com//Restaurant_Review-g47958-d450782-Reviews-Moosewood_Restaurant-Ithaca_Finger_Lakes_New_York.html;Check The Website for a Menu;$$ - $$$;Ithaca
Chamas Do Brazil;4606 S Cooper St;Arlington, TX 76017-5826; Steakhouse, Brazilian, Gluten Free Options;4.5;114 reviews;+1 817-375-0250;https://www.tripadvisor.com//Restaurant_Review-g30183-d6989509-Reviews-Chamas_Do_Brazil-Arlington_Texas.html;Check The Website for a Menu;$$$$;Arlington
Varsity Inn;605 E 8th St;Ocean City, NJ 08226-3768; American, Cafe, Gluten Free Options;4.5;249 reviews;+1 609-399-1500;https://www.tripadvisor.com//Restaurant_Review-g46696-d438932-Reviews-Varsity_Inn-Ocean_City_Cape_May_County_New_Jersey.html;http://varsityinnocnj.com/menu/;$$ - $$$;Ocean City
Emory's on Silver Lake;11830 19th Ave SE;Everett, WA 98208-6006; American, Bar, Seafood;4.5;336 reviews;+1 425-337-7772;https://www.tripadvisor.com//Restaurant_Review-g58466-d636873-Reviews-Emory_s_on_Silver_Lake-Everett_Washington.html;Check The Website for a Menu;$$ - $$$;Everett
Vino on the Landing;800 N 10th Pl Ste E;Renton, WA 98057-5592; Wine Bar, Italian;4;40 reviews;+1 425-282-0382;https://www.tripadvisor.com//Restaurant_Review-g58704-d4312165-Reviews-Vino_on_the_Landing-Renton_Washington.html;http://www.vinoatthelanding.com/menus;$$ - $$$;Renton
Aldo's Cucina;761 Hamburg Tpke;Wayne, NJ 07470-2017; Italian;4;111 reviews;+1 973-872-1842;https://www.tripadvisor.com//Restaurant_Review-g46905-d2413655-Reviews-Aldo_s_Cucina-Wayne_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Wayne
Pomegranate Bistro;18005 NE 68th St;Redmond, WA 98052-6716; American, Contemporary, Vegetarian Friendly;4;337 reviews;+1 425-556-5972;https://www.tripadvisor.com//Restaurant_Review-g58702-d593922-Reviews-Pomegranate_Bistro-Redmond_Washington.html;Check The Website for a Menu;$$ - $$$;Redmond
The Cheesecake Factory;306 Hiawatha Blvd W;Syracuse, NY 13204-6001; American, Vegan Options, Vegetarian Friendly;4;320 reviews;+1 315-422-2559;https://www.tripadvisor.com//Restaurant_Review-g48713-d6385504-Reviews-The_Cheesecake_Factory-Syracuse_Finger_Lakes_New_York.html;https://order.thecheesecakefactory.com/menu/syracuse-ny;$$ - $$$;Syracuse
Kenko Sushi;200 Main St;Lincoln Park, NJ 07035-3701; Japanese, Sushi, Asian;5;55 reviews;+1 973-633-5498;https://www.tripadvisor.com//Restaurant_Review-g46569-d7376541-Reviews-Kenko_Sushi-Lincoln_Park_Morris_County_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Lincoln Park
The Keg Steakhouse + Bar - Lynnwood;18110 Alderwood Mall Pkwy;Lynnwood, WA 98037-3959; American, Steakhouse, Bar;4.5;369 reviews;+1 425-778-0900;https://www.tripadvisor.com//Restaurant_Review-g58578-d464047-Reviews-The_Keg_Steakhouse_Bar_Lynnwood-Lynnwood_Washington.html;Check The Website for a Menu;$$ - $$$;Lynnwood
West Texas Chophouse;1135 Airway Blvd;El Paso, TX 79925; American, Steakhouse, Bar;4;100 reviews;+1 915-775-2467;https://www.tripadvisor.com//Restaurant_Review-g60768-d12186125-Reviews-West_Texas_Chophouse-El_Paso_Texas.html;Check The Website for a Menu;$$ - $$$;El Paso
Mishmish Cafe;215 Glenridge Ave;Montclair, NJ 07042-3562; Mediterranean, Middle Eastern, Israeli;4.5;213 reviews;+1 973-337-5648;https://www.tripadvisor.com//Restaurant_Review-g46637-d7596058-Reviews-Mishmish_Cafe-Montclair_New_Jersey.html;https://mishmishcafe.com/lunch-menu;$$ - $$$;Montclair
The Rock Wood Fired Pizza;4862 W Hildebrand Blvd;Kennewick, WA 99338-9226; Bar, Pizza;3.5;155 reviews;+1 509-221-1137;https://www.tripadvisor.com//Restaurant_Review-g58536-d6720795-Reviews-The_Rock_Wood_Fired_Pizza-Kennewick_Tri_Cities_Washington.html;http://www.therockwfp.com/menu/;$$ - $$$;Kennewick
Apizza Regionale;260 W Genesee St;Syracuse, NY 13202-1020; Italian, Pizza, Vegetarian Friendly;5;223 reviews;+1 315-802-2607;https://www.tripadvisor.com//Restaurant_Review-g48713-d10165915-Reviews-Apizza_Regionale-Syracuse_Finger_Lakes_New_York.html;https://www.apizzaregionale.com/menus;$$ - $$$;Syracuse
Seasons 52;3535 US Highway 1;Princeton, NJ 08540-5903; American, Bar, Vegetarian Friendly;4.5;443 reviews;+1 609-799-2152;https://www.tripadvisor.com//Restaurant_Review-g46756-d6671848-Reviews-Seasons_52-Princeton_New_Jersey.html;Check The Website for a Menu;$$ - $$$;Princeton
Kenny's Burger Joint;5809 Preston Rd;Plano, TX 75093-7360; American, Bar, Vegetarian Friendly;4.5;182 reviews;+1 972-378-0999;https://www.tripadvisor.com//Restaurant_Review-g56463-d7303657-Reviews-Kenny_s_Burger_Joint-Plano_Texas.html;http://kennysburgerjoint.com/menu/;$$ - $$$;Plano
Roy's Restaurant;321 W Katella Ave;Anaheim, CA 92802-3612; Seafood, Sushi, Polynesian;4;548 reviews;+1 714-776-7697;https://www.tripadvisor.com//Restaurant_Review-g29092-d1157106-Reviews-Roy_s_Restaurant-Anaheim_California.html;Check The Website for a Menu;$$$$;Anaheim
Las Kekas;3914 McPherson Ave;Laredo, TX 78041-5254; Mexican, Latin, Spanish;4.5;30 reviews;+1 956-568-5936;https://www.tripadvisor.com//Restaurant_Review-g56137-d4946544-Reviews-Las_Kekas-Laredo_Texas.html;Check The Website for a Menu;$$ - $$$;Laredo
